"Step","8agents_0highspeed - Training_Reward_Mean","8agents_0highspeed - Training_Reward_Mean__MIN","8agents_0highspeed - Training_Reward_Mean__MAX","8agents_0incentive - Training_Reward_Mean","8agents_0incentive - Training_Reward_Mean__MIN","8agents_0incentive - Training_Reward_Mean__MAX","8agents - Training_Reward_Mean","8agents - Training_Reward_Mean__MIN","8agents - Training_Reward_Mean__MAX"
"158","-10.61059192230617","-10.61059192230617","-10.61059192230617","-25.9172449637376","-25.9172449637376","-25.9172449637376","-3.218631585555027","-3.218631585555027","-3.218631585555027"
"159","-11.443860749358807","-11.443860749358807","-11.443860749358807","-25.723242263425476","-25.723242263425476","-25.723242263425476","-3.480228415020415","-3.480228415020415","-3.480228415020415"
"160","-11.001092365133104","-11.001092365133104","-11.001092365133104","-26.069255807676","-26.069255807676","-26.069255807676","-3.4126182014260884","-3.4126182014260884","-3.4126182014260884"
"161","-10.691360779866029","-10.691360779866029","-10.691360779866029","-25.884534277427147","-25.884534277427147","-25.884534277427147","-1.257833142202809","-1.257833142202809","-1.257833142202809"
"162","-10.625905775022064","-10.625905775022064","-10.625905775022064","-25.772716038607797","-25.772716038607797","-25.772716038607797","-1.6843487402284532","-1.6843487402284532","-1.6843487402284532"
"163","-10.695771561698152","-10.695771561698152","-10.695771561698152","-25.601710010523135","-25.601710010523135","-25.601710010523135","0.7591490298417081","0.7591490298417081","0.7591490298417081"
"164","-10.626730074566943","-10.626730074566943","-10.626730074566943","-25.66150989209062","-25.66150989209062","-25.66150989209062","0.6420783393913443","0.6420783393913443","0.6420783393913443"
"165","-11.476817389548396","-11.476817389548396","-11.476817389548396","-25.41524980685888","-25.41524980685888","-25.41524980685888","3.1976065199643187","3.1976065199643187","3.1976065199643187"
"166","-11.104274064622443","-11.104274064622443","-11.104274064622443","-25.189755544078572","-25.189755544078572","-25.189755544078572","3.090593709164798","3.090593709164798","3.090593709164798"
"167","-10.70455155926661","-10.70455155926661","-10.70455155926661","-25.329452237535904","-25.329452237535904","-25.329452237535904","5.903215746523971","5.903215746523971","5.903215746523971"
"168","-10.617539076123586","-10.617539076123586","-10.617539076123586","-25.368540959543793","-25.368540959543793","-25.368540959543793","8.536099906541235","8.536099906541235","8.536099906541235"
"169","-10.733036502930368","-10.733036502930368","-10.733036502930368","-25.195773944758145","-25.195773944758145","-25.195773944758145","11.414558136114987","11.414558136114987","11.414558136114987"
"170","-10.331360985176284","-10.331360985176284","-10.331360985176284","-25.014842620493827","-25.014842620493827","-25.014842620493827","11.229029243093368","11.229029243093368","11.229029243093368"
"171","-10.46105616635004","-10.46105616635004","-10.46105616635004","-25.042238868809644","-25.042238868809644","-25.042238868809644","8.778203384549206","8.778203384549206","8.778203384549206"
"172","-10.161320706531413","-10.161320706531413","-10.161320706531413","-24.80501344013654","-24.80501344013654","-24.80501344013654","11.445797101208873","11.445797101208873","11.445797101208873"
"173","-10.107654574030711","-10.107654574030711","-10.107654574030711","-24.804013093027265","-24.804013093027265","-24.804013093027265","11.355217311805033","11.355217311805033","11.355217311805033"
"174","-10.16376275894831","-10.16376275894831","-10.16376275894831","-24.843834759520554","-24.843834759520554","-24.843834759520554","13.984762728596174","13.984762728596174","13.984762728596174"
"175","-10.017355425779416","-10.017355425779416","-10.017355425779416","-24.970667396332114","-24.970667396332114","-24.970667396332114","16.70859801752868","16.70859801752868","16.70859801752868"
"176","-10.01545964759542","-10.01545964759542","-10.01545964759542","-25.01776772376828","-25.01776772376828","-25.01776772376828","19.45941458754704","19.45941458754704","19.45941458754704"
"177","-9.878468340329702","-9.878468340329702","-9.878468340329702","-25.132215302887268","-25.132215302887268","-25.132215302887268","21.778031134221564","21.778031134221564","21.778031134221564"
"178","-10.071342534193843","-10.071342534193843","-10.071342534193843","-25.240471766672144","-25.240471766672144","-25.240471766672144","24.42398068089088","24.42398068089088","24.42398068089088"
"179","-10.509278414238986","-10.509278414238986","-10.509278414238986","-25.137055735218414","-25.137055735218414","-25.137055735218414","26.933462836776357","26.933462836776357","26.933462836776357"
"180","-10.156321231572392","-10.156321231572392","-10.156321231572392","-25.000069327813886","-25.000069327813886","-25.000069327813886","26.749450133675673","26.749450133675673","26.749450133675673"
"181","-8.27836545310036","-8.27836545310036","-8.27836545310036","-25.20685440767677","-25.20685440767677","-25.20685440767677","24.469487546925833","24.469487546925833","24.469487546925833"
"182","-6.5340270715772775","-6.5340270715772775","-6.5340270715772775","-25.058430098732202","-25.058430098732202","-25.058430098732202","24.34283538508207","24.34283538508207","24.34283538508207"
"183","-6.553638051378137","-6.553638051378137","-6.553638051378137","-25.050600919323966","-25.050600919323966","-25.050600919323966","26.54323854408269","26.54323854408269","26.54323854408269"
"184","-6.728180719422531","-6.728180719422531","-6.728180719422531","-25.048051506012325","-25.048051506012325","-25.048051506012325","26.543946192902933","26.543946192902933","26.543946192902933"
"185","-6.894370827396714","-6.894370827396714","-6.894370827396714","-24.763554212246103","-24.763554212246103","-24.763554212246103","26.450700673059913","26.450700673059913","26.450700673059913"
"186","-6.862706528390073","-6.862706528390073","-6.862706528390073","-24.75575855394028","-24.75575855394028","-24.75575855394028","28.561969426373707","28.561969426373707","28.561969426373707"
"187","-6.8300705625878075","-6.8300705625878075","-6.8300705625878075","-24.71958512115145","-24.71958512115145","-24.71958512115145","28.621730458854493","28.621730458854493","28.621730458854493"
"188","-6.253007050343658","-6.253007050343658","-6.253007050343658","-24.618612781757292","-24.618612781757292","-24.618612781757292","30.927066799631366","30.927066799631366","30.927066799631366"
"189","-6.267332257988236","-6.267332257988236","-6.267332257988236","-24.39726726552296","-24.39726726552296","-24.39726726552296","33.33716167562096","33.33716167562096","33.33716167562096"
"190","-6.679666649601245","-6.679666649601245","-6.679666649601245","-24.244969405530085","-24.244969405530085","-24.244969405530085","33.23125893336814","33.23125893336814","33.23125893336814"
"191","-4.557552081301952","-4.557552081301952","-4.557552081301952","-24.269391760305616","-24.269391760305616","-24.269391760305616","33.12209266375751","33.12209266375751","33.12209266375751"
"192","-4.741077317118079","-4.741077317118079","-4.741077317118079","-24.46487727685306","-24.46487727685306","-24.46487727685306","35.73423132275422","35.73423132275422","35.73423132275422"
"193","-4.7566557382384325","-4.7566557382384325","-4.7566557382384325","-24.105969958366234","-24.105969958366234","-24.105969958366234","38.08921698392878","38.08921698392878","38.08921698392878"
"194","-4.7726687303491415","-4.7726687303491415","-4.7726687303491415","-24.143806711477165","-24.143806711477165","-24.143806711477165","40.91252316236112","40.91252316236112","40.91252316236112"
"195","-4.896702053110337","-4.896702053110337","-4.896702053110337","-24.278476249505303","-24.278476249505303","-24.278476249505303","40.671851713142416","40.671851713142416","40.671851713142416"
"196","-4.604894816342082","-4.604894816342082","-4.604894816342082","-24.054128360376463","-24.054128360376463","-24.054128360376463","43.300047000876575","43.300047000876575","43.300047000876575"
"197","-4.2891670014940555","-4.2891670014940555","-4.2891670014940555","-23.942339380969237","-23.942339380969237","-23.942339380969237","43.23281595893871","43.23281595893871","43.23281595893871"
"198","-4.660084123142205","-4.660084123142205","-4.660084123142205","-25.205765008436696","-25.205765008436696","-25.205765008436696","43.17397351807811","43.17397351807811","43.17397351807811"
"199","-3.9207389085900473","-3.9207389085900473","-3.9207389085900473","-26.23361287583184","-26.23361287583184","-26.23361287583184","45.580325012932136","45.580325012932136","45.580325012932136"
"201","-3.6360967599428267","-3.6360967599428267","-3.6360967599428267","-26.22295383248406","-26.22295383248406","-26.22295383248406","48.29383029037451","48.29383029037451","48.29383029037451"
"202","-3.5660712589516117","-3.5660712589516117","-3.5660712589516117","-26.15408869625246","-26.15408869625246","-26.15408869625246","48.25862397393307","48.25862397393307","48.25862397393307"
"203","-3.1846518233109413","-3.1846518233109413","-3.1846518233109413","-25.960072620271895","-25.960072620271895","-25.960072620271895","48.24156362927828","48.24156362927828","48.24156362927828"
"204","-3.048670132822826","-3.048670132822826","-3.048670132822826","-26.143814156621566","-26.143814156621566","-26.143814156621566","48.18681819260258","48.18681819260258","48.18681819260258"
"205","-3.244219768386911","-3.244219768386911","-3.244219768386911","-26.370726482869767","-26.370726482869767","-26.370726482869767","48.085913751593054","48.085913751593054","48.085913751593054"
"206","-3.663585343749096","-3.663585343749096","-3.663585343749096","-26.424797995743134","-26.424797995743134","-26.424797995743134","47.88537284618819","47.88537284618819","47.88537284618819"
"207","-4.00136290346191","-4.00136290346191","-4.00136290346191","-26.274699218842606","-26.274699218842606","-26.274699218842606","50.18901614950798","50.18901614950798","50.18901614950798"
"208","-3.980143334854995","-3.980143334854995","-3.980143334854995","-26.177425478933056","-26.177425478933056","-26.177425478933056","50.159791476747316","50.159791476747316","50.159791476747316"
"209","-3.9876573436527356","-3.9876573436527356","-3.9876573436527356","-26.161593767527883","-26.161593767527883","-26.161593767527883","52.390766917638985","52.390766917638985","52.390766917638985"
"210","-3.6962851537321706","-3.6962851537321706","-3.6962851537321706","-26.206082978225712","-26.206082978225712","-26.206082978225712","54.597973633082","54.597973633082","54.597973633082"
"211","-3.376251915892203","-3.376251915892203","-3.376251915892203","-25.97749791670606","-25.97749791670606","-25.97749791670606","54.60464584580962","54.60464584580962","54.60464584580962"
"212","-3.433070873020717","-3.433070873020717","-3.433070873020717","-25.899557626979252","-25.899557626979252","-25.899557626979252","54.559218590004754","54.559218590004754","54.559218590004754"
"213","-3.004329270078307","-3.004329270078307","-3.004329270078307","-25.75757896418409","-25.75757896418409","-25.75757896418409","56.88151662579948","56.88151662579948","56.88151662579948"
"214","-2.961546739744256","-2.961546739744256","-2.961546739744256","-25.54510069753364","-25.54510069753364","-25.54510069753364","56.84699704126842","56.84699704126842","56.84699704126842"
"215","-2.9080751481033382","-2.9080751481033382","-2.9080751481033382","-25.551768378451975","-25.551768378451975","-25.551768378451975","56.921564522315094","56.921564522315094","56.921564522315094"
"216","-2.51720039455031","-2.51720039455031","-2.51720039455031","-25.77641216001115","-25.77641216001115","-25.77641216001115","59.21945273786071","59.21945273786071","59.21945273786071"
"217","-0.22286563315180216","-0.22286563315180216","-0.22286563315180216","-26.033875007273597","-26.033875007273597","-26.033875007273597","59.16580427690359","59.16580427690359","59.16580427690359"
"218","2.1069405992337242","2.1069405992337242","2.1069405992337242","-26.160967579168773","-26.160967579168773","-26.160967579168773","56.80336248247159","56.80336248247159","56.80336248247159"
"219","2.3276782856762104","2.3276782856762104","2.3276782856762104","-25.980881179394466","-25.980881179394466","-25.980881179394466","59.24299357138722","59.24299357138722","59.24299357138722"
"220","2.34517036864373","2.34517036864373","2.34517036864373","-25.984740220212448","-25.984740220212448","-25.984740220212448","61.5869817921457","61.5869817921457","61.5869817921457"
"221","2.2291401187905815","2.2291401187905815","2.2291401187905815","-26.257122123795043","-26.257122123795043","-26.257122123795043","61.53480577526293","61.53480577526293","61.53480577526293"
"222","2.3734405658287043","2.3734405658287043","2.3734405658287043","-26.224613005851587","-26.224613005851587","-26.224613005851587","61.505078425444516","61.505078425444516","61.505078425444516"
"223","4.494850134543745","4.494850134543745","4.494850134543745","-26.34822100249775","-26.34822100249775","-26.34822100249775","59.36020877853187","59.36020877853187","59.36020877853187"
"224","6.81772170838725","6.81772170838725","6.81772170838725","-25.851787451779863","-25.851787451779863","-25.851787451779863","59.329727650701756","59.329727650701756","59.329727650701756"
"225","6.551268940012981","6.551268940012981","6.551268940012981","-26.025606142330574","-26.025606142330574","-26.025606142330574","59.31405157637017","59.31405157637017","59.31405157637017"
"226","7.1267980404736795","7.1267980404736795","7.1267980404736795","-26.026815746863225","-26.026815746863225","-26.026815746863225","59.27144175762432","59.27144175762432","59.27144175762432"
"227","6.9494363098169485","6.9494363098169485","6.9494363098169485","-25.985709192010777","-25.985709192010777","-25.985709192010777","61.60469763832245","61.60469763832245","61.60469763832245"
